text,label,agreement,lemmatized
visitor long grove menards may expose measles lake county health department issue,0.0,1.0,"['visitor', 'long', 'grove', 'menards', 'may', 'expose', 'measles', 'lake', 'county', 'health', 'department', 'issue']"
doctor recommend hpv vaccine early age human papilloma virus sexually transmit disease,0.0,0.6666666666666666,"['doctor', 'recommend', 'hpv', 'vaccine', 'early', 'age', 'human', 'papilloma', 'virus', 'sexually', 'transmit', 'disease']"
sell cattle vaccine little child,0.0,0.6666666666666666,"['sell', 'cattle', 'vaccine', 'little', 'child']"
vaccine galore yesterday pru get polio mmr dtap varicella vaccine join big bang theory autism,1.0,0.6666666666666666,"['vaccine', 'galore', 'yesterday', 'pru', 'get', 'polio', 'mmr', 'dtap', 'varicella', 'vaccine', 'join', 'big', 'bang', 'theory', 'autism']"
spread rapidly measles outbreak creep closer wisconsin prevent list,0.0,1.0,"['spread', 'rapidly', 'measles', 'outbreak', 'creep', 'closer', 'wisconsin', 'prevent', 'list']"
health alert parma student may expose measles via close school wtf,0.0,1.0,"['health', 'alert', 'parma', 'student', 'may', 'expose', 'measles', 'via', 'close', 'school', 'wtf']"
think flu shot give flu absolutely reason measles shoot give science,1.0,0.6666666666666666,"['think', 'flu', 'shot', 'give', 'flu', 'absolutely', 'reason', 'measles', 'shoot', 'give', 'science']"
see many kid vaccinate search data find many student,0.0,0.6666666666666666,"['see', 'many', 'kid', 'vaccinate', 'search', 'data', 'find', 'many', 'student']"
think vaccinate kid seriously lose mind people,1.0,1.0,"['think', 'vaccinate', 'kid', 'seriously', 'lose', 'mind', 'people']"
yuppie mom transition lens cause autism vaccine,1.0,0.6666666666666666,"['yuppie', 'mom', 'transition', 'lens', 'cause', 'autism', 'vaccine']"
understand try repeat mmr tell antihist would use next time,0.0,1.0,"['understand', 'try', 'repeat', 'mmr', 'tell', 'antihist', 'would', 'use', 'next', 'time']"
dude measles go around parma high go school anymore,0.0,1.0,"['dude', 'measles', 'go', 'around', 'parma', 'high', 'go', 'school', 'anymore']"
ff,0.0,1.0,['ff']
syrian child ask santa drop barrel stuff bread amp polio vaccine instead tnt amp shrapnel savesyrianlives,1.0,0.6666666666666666,"['syrian', 'child', 'ask', 'santa', 'drop', 'barrel', 'stuff', 'bread', 'amp', 'polio', 'vaccine', 'instead', 'tnt', 'amp', 'shrapnel', 'savesyrianlives']"
bf high school wont mmr vax kid love rank buy lovely shirt bday,1.0,0.6666666666666666,"['bf', 'high', 'school', 'wont', 'mmr', 'vax', 'kid', 'love', 'rank', 'buy', 'lovely', 'shirt', 'bday']"
meningitis vaccine offer child age alreadh get england getthevax,1.0,1.0,"['meningitis', 'vaccine', 'offer', 'child', 'age', 'alreadh', 'get', 'england', 'getthevax']"
help save kid pledge bill next yr vaccine everyparent,1.0,1.0,"['help', 'save', 'kid', 'pledge', 'bill', 'next', 'yr', 'vaccine', 'everyparent']"
u get autism choose vaccinate,1.0,0.6666666666666666,"['u', 'get', 'autism', 'choose', 'vaccinate']"
vitamin supplementation develop world lower mortality measles diane griffin,0.0,0.6666666666666666,"['vitamin', 'supplementation', 'develop', 'world', 'lower', 'mortality', 'measles', 'diane', 'griffin']"
flu vaccine head safeway pharmacy tens thousand flu vaccine head safeway store,0.0,0.6666666666666666,"['flu', 'vaccine', 'head', 'safeway', 'pharmacy', 'tens', 'thousand', 'flu', 'vaccine', 'head', 'safeway', 'store']"
current case attributable travel country w measles longer endemic usa,0.0,1.0,"['current', 'case', 'attributable', 'travel', 'country', 'w', 'measles', 'longer', 'endemic', 'usa']"
measles even put hair ball,0.0,1.0,"['measles', 'even', 'put', 'hair', 'ball']"
ya trop de pub trop de marque c devenu chiant qd mmr,0.0,1.0,"['ya', 'trop', 'de', 'pub', 'trop', 'de', 'marque', 'c', 'devenu', 'chiant', 'qd', 'mmr']"
average people complain live long release tension increase immunity boost smd mom,0.0,1.0,"['average', 'people', 'complain', 'live', 'long', 'release', 'tension', 'increase', 'immunity', 'boost', 'smd', 'mom']"
son autism bear allergy food need learn vaccine glyphosate interact,-1.0,0.6666666666666666,"['son', 'autism', 'bear', 'allergy', 'food', 'need', 'learn', 'vaccine', 'glyphosate', 'interact']"
jim carey jenny mccarthy cause confirm measles death u,1.0,0.6666666666666666,"['jim', 'carey', 'jenny', 'mccarthy', 'cause', 'confirm', 'measles', 'death', 'u']"
birmingham school warn parent outbreak chickenpox recommend stay home,1.0,0.6666666666666666,"['birmingham', 'school', 'warn', 'parent', 'outbreak', 'chickenpox', 'recommend', 'stay', 'home']"
prevent cervicalcancer get kid vaccinate hpv,1.0,1.0,"['prevent', 'cervicalcancer', 'get', 'kid', 'vaccinate', 'hpv']"
md name speak ignorance vaccinate kid,1.0,1.0,"['md', 'name', 'speak', 'ignorance', 'vaccinate', 'kid']"
cont immigrant cause measles outbreak,0.0,1.0,"['cont', 'immigrant', 'cause', 'measles', 'outbreak']"
autism link vaccine,-1.0,1.0,"['autism', 'link', 'vaccine']"
discon straight mmr,0.0,1.0,"['discon', 'straight', 'mmr']"
poor baby get six vaccination feel much good,1.0,0.6666666666666666,"['poor', 'baby', 'get', 'six', 'vaccination', 'feel', 'much', 'good']"
immunization paperwork parent colorado parent want child immunize,1.0,0.6666666666666666,"['immunization', 'paperwork', 'parent', 'colorado', 'parent', 'want', 'child', 'immunize']"
mother turn conspiracy theorist want google microchip vaccine need stop reading snopes,1.0,0.6666666666666666,"['mother', 'turn', 'conspiracy', 'theorist', 'want', 'google', 'microchip', 'vaccine', 'need', 'stop', 'reading', 'snopes']"
rt call vaccine come mark reveal son child abuse yes without doubt,1.0,1.0,"['rt', 'call', 'vaccine', 'come', 'mark', 'reveal', 'son', 'child', 'abuse', 'yes', 'without', 'doubt']"
judge u metal love hob damageinc hobanaheim mmr madmusicreview house,0.0,1.0,"['judge', 'u', 'metal', 'love', 'hob', 'damageinc', 'hobanaheim', 'mmr', 'madmusicreview', 'house']"
u overlook research could lead possible hiv vaccine infant examine,1.0,0.6666666666666666,"['u', 'overlook', 'research', 'could', 'lead', 'possible', 'hiv', 'vaccine', 'infant', 'examine']"
hv many brain cell yr body yr brain weirdecience immunity class w mosey ideapti fitfluential fitsocial,0.0,1.0,"['hv', 'many', 'brain', 'cell', 'yr', 'body', 'yr', 'brain', 'weirdecience', 'immunity', 'class', 'w', 'mosey', 'ideapti', 'fitfluential', 'fitsocial']"
doctor parent vaccinate kid gtfo,1.0,1.0,"['doctor', 'parent', 'vaccinate', 'kid', 'gtfo']"
ca believe people age vaccinate kid like,1.0,1.0,"['ca', 'believe', 'people', 'age', 'vaccinate', 'kid', 'like']"
yes get cleaned vaccine safe side thanks,1.0,1.0,"['yes', 'get', 'cleaned', 'vaccine', 'safe', 'side', 'thanks']"
naturally next level style atychiphobia fear vaccinate child,-1.0,0.6666666666666666,"['naturally', 'next', 'level', 'style', 'atychiphobia', 'fear', 'vaccinate', 'child']"
raise fear vaccine risk public,0.0,0.6666666666666666,"['raise', 'fear', 'vaccine', 'risk', 'public']"
hope mmr booster recently enjoy house mouse thefuzzycuffs like see movie tomorrow,1.0,0.6666666666666666,"['hope', 'mmr', 'booster', 'recently', 'enjoy', 'house', 'mouse', 'thefuzzycuffs', 'like', 'see', 'movie', 'tomorrow']"
vaccine poor baby kansa city department health,1.0,1.0,"['vaccine', 'poor', 'baby', 'kansa', 'city', 'department', 'health']"
italian court rule mercury aluminum vaccine cause autism u medium continue total blackout medical truth,-1.0,0.6666666666666666,"['italian', 'court', 'rule', 'mercury', 'aluminum', 'vaccine', 'cause', 'autism', 'u', 'medium', 'continue', 'total', 'blackout', 'medical', 'truth']"
people vaccine make blood get kid vaccinate stupid twat,1.0,1.0,"['people', 'vaccine', 'make', 'blood', 'get', 'kid', 'vaccinate', 'stupid', 'twat']"
hurry get hell dam parent believe vaccination kid,1.0,1.0,"['hurry', 'get', 'hell', 'dam', 'parent', 'believe', 'vaccination', 'kid']"
find vaccinate kid live third world slap face,1.0,1.0,"['find', 'vaccinate', 'kid', 'live', 'third', 'world', 'slap', 'face']"
flu shot less effective year current virus mutate cdc year flu vaccine,0.0,1.0,"['flu', 'shot', 'less', 'effective', 'year', 'current', 'virus', 'mutate', 'cdc', 'year', 'flu', 'vaccine']"
drown truly hate measles rhubarb gop please help,0.0,1.0,"['drown', 'truly', 'hate', 'measles', 'rhubarb', 'gop', 'please', 'help']"
sweet cashier grocery store ask valentine plan resist urge say write measles tenure,0.0,1.0,"['sweet', 'cashier', 'grocery', 'store', 'ask', 'valentine', 'plan', 'resist', 'urge', 'say', 'write', 'measles', 'tenure']"
wind probably blow measles around like damn,0.0,1.0,"['wind', 'probably', 'blow', 'measles', 'around', 'like', 'damn']"
lawmaker go eliminate religious belief exemption vaccination measlesoutbreak,1.0,0.6666666666666666,"['lawmaker', 'go', 'eliminate', 'religious', 'belief', 'exemption', 'vaccination', 'measlesoutbreak']"
go health told need one end get trust issue,-1.0,0.3333333333333333,"['go', 'health', 'told', 'need', 'one', 'end', 'get', 'trust', 'issue']"
glad feel good shut german measles,0.0,1.0,"['glad', 'feel', 'good', 'shut', 'german', 'measles']"
husband choose vaccinate kid,-1.0,1.0,"['husband', 'choose', 'vaccinate', 'kid']"
hpv measles serious danger need publicity ebola scare come medium panel,0.0,1.0,"['hpv', 'measles', 'serious', 'danger', 'need', 'publicity', 'ebola', 'scare', 'come', 'medium', 'panel']"
real reason measles case spike ohio amish via,0.0,1.0,"['real', 'reason', 'measles', 'case', 'spike', 'ohio', 'amish', 'via']"
noshotsnoschool rt science clear earth round sky blue let protect kid,1.0,1.0,"['noshotsnoschool', 'rt', 'science', 'clear', 'earth', 'round', 'sky', 'blue', 'let', 'protect', 'kid']"
get vaccinate meningitis prior school however viral bacterial vaccinate,1.0,1.0,"['get', 'vaccinate', 'meningitis', 'prior', 'school', 'however', 'viral', 'bacterial', 'vaccinate']"
vaccine bring death rate measles gate metric success live save,1.0,1.0,"['vaccine', 'bring', 'death', 'rate', 'measles', 'gate', 'metric', 'success', 'live', 'save']"
godamn mmr,0.0,1.0,"['godamn', 'mmr']"
measles case link las vega restaurant health official say four case measles link,0.0,1.0,"['measles', 'case', 'link', 'las', 'vega', 'restaurant', 'health', 'official', 'say', 'four', 'case', 'measles', 'link']"
rather disneyland get measles rn,0.0,1.0,"['rather', 'disneyland', 'get', 'measles', 'rn']"
vaccinated child fact immune afraid unvaccinated,-1.0,0.6666666666666666,"['vaccinated', 'child', 'fact', 'immune', 'afraid', 'unvaccinated']"
believe vaccinate kid get dog booster shot every year,1.0,0.6666666666666666,"['believe', 'vaccinate', 'kid', 'get', 'dog', 'booster', 'shot', 'every', 'year']"
hello people age group survive measles mumps chickenpox,0.0,1.0,"['hello', 'people', 'age', 'group', 'survive', 'measles', 'mumps', 'chickenpox']"
sun ra measles,0.0,1.0,"['sun', 'ra', 'measles']"
child avoid get force vaccinated school declare religious yearly,-1.0,1.0,"['child', 'avoid', 'get', 'force', 'vaccinated', 'school', 'declare', 'religious', 'yearly']"
nice alright scrappy startup thing result risk joy try,0.0,0.6666666666666666,"['nice', 'alright', 'scrappy', 'startup', 'thing', 'result', 'risk', 'joy', 'try']"
say american parent vaccinate illegals bring disease blame,1.0,1.0,"['say', 'american', 'parent', 'vaccinate', 'illegals', 'bring', 'disease', 'blame']"
know get infected measles airborne transmission wtf,0.0,1.0,"['know', 'get', 'infected', 'measles', 'airborne', 'transmission', 'wtf']"
understand people ca vaccinate kid,1.0,1.0,"['understand', 'people', 'ca', 'vaccinate', 'kid']"
new measles case confirm cook county official say three additional case measles,0.0,1.0,"['new', 'measles', 'case', 'confirm', 'cook', 'county', 'official', 'say', 'three', 'additional', 'case', 'measles']"
azhley mmr,0.0,1.0,"['azhley', 'mmr']"
case measles san mateo county get bart train millbrae last friday amp get civic center sf,0.0,1.0,"['case', 'measles', 'san', 'mateo', 'county', 'get', 'bart', 'train', 'millbrae', 'last', 'friday', 'amp', 'get', 'civic', 'center', 'sf']"
radio teamfollowdatbag mmr fdb datbag host week follow,0.0,1.0,"['radio', 'teamfollowdatbag', 'mmr', 'fdb', 'datbag', 'host', 'week', 'follow']"
pete carroll blow super bowl go go disneyland catch measles,0.0,1.0,"['pete', 'carroll', 'blow', 'super', 'bowl', 'go', 'go', 'disneyland', 'catch', 'measles']"
brooklyn franchise liaison chicago jennifair mmllc mmr,0.0,1.0,"['brooklyn', 'franchise', 'liaison', 'chicago', 'jennifair', 'mmllc', 'mmr']"
pls glare cough like sinus infection swerve,0.0,1.0,"['pls', 'glare', 'cough', 'like', 'sinus', 'infection', 'swerve']"
chicken pox good enough measly measles whole nother story seriously innoculate,1.0,0.6666666666666666,"['chicken', 'pox', 'good', 'enough', 'measly', 'measles', 'whole', 'nother', 'story', 'seriously', 'innoculate']"
much would cost govt admit vaccine play part autism,-1.0,1.0,"['much', 'would', 'cost', 'govt', 'admit', 'vaccine', 'play', 'part', 'autism']"
measlesoutbreak measles state confirm measles bad ebola scare,0.0,1.0,"['measlesoutbreak', 'measles', 'state', 'confirm', 'measles', 'bad', 'ebola', 'scare']"
tbt yr old daughter colon pathology report cdcwhistleblower mmr breakabillion truth,-1.0,0.6666666666666666,"['tbt', 'yr', 'old', 'daughter', 'colon', 'pathology', 'report', 'cdcwhistleblower', 'mmr', 'breakabillion', 'truth']"
live everything need know vaccine every son struggle overcome vaccine injury,-1.0,0.6666666666666666,"['live', 'everything', 'need', 'know', 'vaccine', 'every', 'son', 'struggle', 'overcome', 'vaccine', 'injury']"
idiot wo use condom risky aid vaccine would good flu vaccine ca cover,1.0,1.0,"['idiot', 'wo', 'use', 'condom', 'risky', 'aid', 'vaccine', 'would', 'good', 'flu', 'vaccine', 'ca', 'cover']"
mmr bbq last night,0.0,1.0,"['mmr', 'bbq', 'last', 'night']"
cut federal immunization program despite negative propaganda measles break via,0.0,0.6666666666666666,"['cut', 'federal', 'immunization', 'program', 'despite', 'negative', 'propaganda', 'measles', 'break', 'via']"
mmr jab warn measles case soar easter,0.0,0.6666666666666666,"['mmr', 'jab', 'warn', 'measles', 'case', 'soar', 'easter']"
hear lot kid vaccine part important kid vaccine,1.0,0.6666666666666666,"['hear', 'lot', 'kid', 'vaccine', 'part', 'important', 'kid', 'vaccine']"
vaccinate damn kid fuck period,1.0,1.0,"['vaccinate', 'damn', 'kid', 'fuck', 'period']"
dead lil pound cake doll inject little girls hpv vaccine snl,-1.0,0.3333333333333333,"['dead', 'lil', 'pound', 'cake', 'doll', 'inject', 'little', 'girls', 'hpv', 'vaccine', 'snl']"
step prevent kid horrific disease want get vaccinate vaccinate anyway,1.0,1.0,"['step', 'prevent', 'kid', 'horrific', 'disease', 'want', 'get', 'vaccinate', 'vaccinate', 'anyway']"
god dammit vaccinate kid,1.0,1.0,"['god', 'dammit', 'vaccinate', 'kid']"
time seasonal flu shot see local health dept nurse expert vaccine administration cheap price town,1.0,1.0,"['time', 'seasonal', 'flu', 'shot', 'see', 'local', 'health', 'dept', 'nurse', 'expert', 'vaccine', 'administration', 'cheap', 'price', 'town']"
measles az glad go superbowl supercontagious,0.0,1.0,"['measles', 'az', 'glad', 'go', 'superbowl', 'supercontagious']"
maybe quick judge kid ca get vaccinate protected kid end discussion,1.0,0.6666666666666666,"['maybe', 'quick', 'judge', 'kid', 'ca', 'get', 'vaccinate', 'protected', 'kid', 'end', 'discussion']"
gop stop blaming immigrant first ebola measles disease bring ancestor ainf,0.0,0.6666666666666666,"['gop', 'stop', 'blaming', 'immigrant', 'first', 'ebola', 'measles', 'disease', 'bring', 'ancestor', 'ainf']"
first ebola scare measles get fool shot,-1.0,0.6666666666666666,"['first', 'ebola', 'scare', 'measles', 'get', 'fool', 'shot']"
typhoid vaccine pill take trip killing majorsideeffects feelsosick,0.0,0.6666666666666666,"['typhoid', 'vaccine', 'pill', 'take', 'trip', 'killing', 'majorsideeffects', 'feelsosick']"
orgasm rt sex regularly amazing thing health boost immunity,0.0,1.0,"['orgasm', 'rt', 'sex', 'regularly', 'amazing', 'thing', 'health', 'boost', 'immunity']"
whole cdcwhistleblower case fudge data show link btwn autism amp mmr,-1.0,1.0,"['whole', 'cdcwhistleblower', 'case', 'fudge', 'data', 'show', 'link', 'btwn', 'autism', 'amp', 'mmr']"
great ally infectious disease longer poverty dirt global measles publichealth,1.0,1.0,"['great', 'ally', 'infectious', 'disease', 'longer', 'poverty', 'dirt', 'global', 'measles', 'publichealth']"
glad government kidnap make vaccine blood,0.0,1.0,"['glad', 'government', 'kidnap', 'make', 'vaccine', 'blood']"
washington woman measles death first u since washington state health official say measles,1.0,0.6666666666666666,"['washington', 'woman', 'measles', 'death', 'first', 'u', 'since', 'washington', 'state', 'health', 'official', 'say', 'measles']"
extremely well present video fallacious idea vaccine cause rt watch,1.0,1.0,"['extremely', 'well', 'present', 'video', 'fallacious', 'idea', 'vaccine', 'cause', 'rt', 'watch']"
need vaccine death far ebola guinea sierra alert,1.0,1.0,"['need', 'vaccine', 'death', 'far', 'ebola', 'guinea', 'sierra', 'alert']"
american die disease breast cancer motor vehicle accident,1.0,1.0,"['american', 'die', 'disease', 'breast', 'cancer', 'motor', 'vehicle', 'accident']"
accord new study vaccine link effect kid,1.0,1.0,"['accord', 'new', 'study', 'vaccine', 'link', 'effect', 'kid']"
vaccination kid require law mercury,-1.0,1.0,"['vaccination', 'kid', 'require', 'law', 'mercury']"
fuckin sunday allwellthatendswell squadup mmr palace,0.0,1.0,"['fuckin', 'sunday', 'allwellthatendswell', 'squadup', 'mmr', 'palace']"
ohio state country mandate vaccine child get kid family vaccinate,1.0,1.0,"['ohio', 'state', 'country', 'mandate', 'vaccine', 'child', 'get', 'kid', 'family', 'vaccinate']"
use mmr month go back get well gps us battery general though,0.0,1.0,"['use', 'mmr', 'month', 'go', 'back', 'get', 'well', 'gps', 'us', 'battery', 'general', 'though']"
hopefully case diagnose office today wait dr office mmr newborn home,1.0,1.0,"['hopefully', 'case', 'diagnose', 'office', 'today', 'wait', 'dr', 'office', 'mmr', 'newborn', 'home']"
cdc consider recommend hpv vaccination boys duh,0.0,0.6666666666666666,"['cdc', 'consider', 'recommend', 'hpv', 'vaccination', 'boys', 'duh']"
get hep b hpv vaccine child need protect ever risk delay,1.0,1.0,"['get', 'hep', 'b', 'hpv', 'vaccine', 'child', 'need', 'protect', 'ever', 'risk', 'delay']"
mmr life,0.0,1.0,"['mmr', 'life']"
case measles link mgm vega,0.0,1.0,"['case', 'measles', 'link', 'mgm', 'vega']"
